indiv,freq_x,plate,cage,treatment,sex
2428__Chrom_11_1_A1,0.217475321,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_A10,0.223992745,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_A11,0.219949767,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_A12,0.144512689,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_A2,0.130954566,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_A3,0.216108519,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_A4,0.144158487,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_A5,0.210609778,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_A6,0.132404465,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_A7,0.125893765,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_A8,0.121488016,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_A9,0.219469846,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_B1,0.219468246,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_B10,0.129181401,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_B11,0.217877389,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_B12,0.131758598,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_B2,0.121345204,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_B3,0.123329569,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_B4,0.117846595,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_B5,0.118175949,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_B6,0.122046974,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_B7,0.131916594,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_B8,0.220353803,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_B9,0.125402406,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_C1,0.125578995,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_C10,0.217637358,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_C11,0.222410684,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_C12,0.141508668,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_C2,0.119777867,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_C3,0.138597241,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_C4,0.206245229,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_C5,0.145485069,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_C6,0.218259968,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_C7,0.123791636,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_C8,0.120826593,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_C9,0.227818704,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_D1,0.120676713,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_D10,0.128121826,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_D11,0.17461129,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_D12,0.144382406,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_D2,0.1290838,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_D3,0.207945725,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_D4,0.131368009,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_D5,0.146222758,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_D6,0.220194011,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_D7,0.130393612,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_D8,0.128301571,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_D9,0.127643114,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_E1,0.125497841,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_E10,0.198427478,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_E11,0.12934387,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_E12,0.116771039,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_E2,0.219941169,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_E3,0.130854688,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_E4,0.123493272,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_E5,0.122956591,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_E6,0.121944633,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_E7,0.142769672,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_E8,0.221104194,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_E9,0.144050385,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_F1,0.132770815,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_F10,0.128173138,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_F11,0.128934755,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_F12,0.223349666,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_F2,0.124942632,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_F3,0.118401983,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_F4,0.124769371,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_F5,0.121273707,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_F6,0.133748046,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_F7,0.222322689,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_F8,0.223891009,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_F9,0.139118752,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_G1,0.12273756,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_G10,0.121388704,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_G11,0.122256237,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_G12,0.116959889,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_G2,0.123911653,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_G3,0.120018843,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_G4,0.144822447,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_G5,0.219061746,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_G6,0.125896367,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_G7,0.119108167,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_G8,0.123122163,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_G9,0.124279528,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_H1,0.222184814,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_H10,0.123820294,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_H11,0.119133621,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_H12,0.117153294,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_H2,0.228731364,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_H3,0.129175359,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_H4,0.124623606,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_H5,0.145077525,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_H6,0.219849341,Chrom_11_1,Cage 1,Control,female
2428__Chrom_11_1_H7,0.122951917,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_H8,0.125723549,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_1_H9,0.118229354,Chrom_11_1,Cage 1,Control,male
2428__Chrom_11_10_A1,0.215531628,Chrom_11_10,Cage 1,Control,female
2428__Chrom_11_10_A10,0.220842749,Chrom_11_10,Cage 3,Control,female
2428__Chrom_11_10_A11,0.21954888,Chrom_11_10,Cage 3,Control,female
2428__Chrom_11_10_A12,0.2214172,Chrom_11_10,Cage 1,Control,female
2428__Chrom_11_10_A2,0.123682925,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_A3,0.12044137,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_A4,0.120071546,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_A5,0.122947441,Chrom_11_10,Cage 2,Control,male
2428__Chrom_11_10_A6,0.214205686,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_A7,0.223629952,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_A8,0.222721421,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_A9,0.224997741,Chrom_11_10,Cage 3,Control,female
2428__Chrom_11_10_B1,0.121517024,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_B10,0.215572675,Chrom_11_10,Cage 3,Control,female
2428__Chrom_11_10_B11,0.219001135,Chrom_11_10,Cage 3,Control,female
2428__Chrom_11_10_B12,0.220689786,Chrom_11_10,Cage 1,Control,female
2428__Chrom_11_10_B2,0.11928961,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_B3,0.116823477,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_B4,0.122339933,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_B5,0.214083669,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_B6,0.227708468,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_B7,0.219443724,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_B8,0.136100596,Chrom_11_10,Cage 2,Control,male
2428__Chrom_11_10_B9,0.213997143,Chrom_11_10,Cage 3,Control,female
2428__Chrom_11_10_C1,0.132473887,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_C10,0.205360963,Chrom_11_10,Cage 3,Control,female
2428__Chrom_11_10_C11,0.140385764,Chrom_11_10,Cage 3,Control,male
2428__Chrom_11_10_C12,0.127076754,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_C2,0.12438306,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_C3,0.130173663,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_C4,0.120085636,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_C5,0.214033481,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_C6,0.137655013,Chrom_11_10,Cage 2,Control,male
2428__Chrom_11_10_C7,0.124535846,Chrom_11_10,Cage 2,Control,male
2428__Chrom_11_10_C8,0.125817364,Chrom_11_10,Cage 2,Control,male
2428__Chrom_11_10_C9,0.117686927,Chrom_11_10,Cage 3,Control,male
2428__Chrom_11_10_D1,0.120813769,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_D10,0.147867512,Chrom_11_10,Cage 3,Control,male
2428__Chrom_11_10_D11,0.137027962,Chrom_11_10,Cage 3,Control,male
2428__Chrom_11_10_D12,0.214749697,Chrom_11_10,Cage 1,Control,female
2428__Chrom_11_10_D2,0.12232262,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_D3,0.117354874,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_D4,0.130128054,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_D5,0.216196645,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_D6,0.138399368,Chrom_11_10,Cage 2,Control,male
2428__Chrom_11_10_D7,0.126036735,Chrom_11_10,Cage 2,Control,male
2428__Chrom_11_10_D8,0.218541535,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_D9,0.217783449,Chrom_11_10,Cage 3,Control,female
2428__Chrom_11_10_E1,0.118554772,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_E10,0.15662595,Chrom_11_10,Cage 3,Control,male
2428__Chrom_11_10_E11,0.14036787,Chrom_11_10,Cage 3,Control,male
2428__Chrom_11_10_E12,0.124705726,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_E2,0.117822143,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_E3,0.118165852,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_E4,0.115106166,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_E5,0.21431204,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_E6,0.221287689,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_E7,0.220723943,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_E8,0.230507949,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_E9,0.228545837,Chrom_11_10,Cage 3,Control,female
2428__Chrom_11_10_F1,0.125697443,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_F10,0.220158325,Chrom_11_10,Cage 3,Control,female
2428__Chrom_11_10_F11,0.146049095,Chrom_11_10,Cage 3,Control,male
2428__Chrom_11_10_F12,0.134640444,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_F2,0.118157368,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_F3,0.119871031,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_F4,0.11790764,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_F5,0.122277652,Chrom_11_10,Cage 2,Control,male
2428__Chrom_11_10_F6,0.215507339,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_F7,0.22856887,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_F8,0.147639691,Chrom_11_10,Cage 2,Control,male
2428__Chrom_11_10_F9,0.222264195,Chrom_11_10,Cage 3,Control,female
2428__Chrom_11_10_G1,0.135140636,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_G10,0.216135993,Chrom_11_10,Cage 3,Control,female
2428__Chrom_11_10_G11,0.237855908,Chrom_11_10,Cage 3,Control,female
2428__Chrom_11_10_G12,0.14793384,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_G2,0.155402342,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_G3,0.118352391,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_G4,0.117044701,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_G5,0.217159685,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_G6,0.218531695,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_G7,0.222667353,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_G8,0.220831992,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_G9,0.139269635,Chrom_11_10,Cage 3,Control,male
2428__Chrom_11_10_H1,0.11800413,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_H10,0.141878728,Chrom_11_10,Cage 3,Control,male
2428__Chrom_11_10_H11,0.12682702,Chrom_11_10,Cage 3,Control,male
2428__Chrom_11_10_H12,0.212447714,Chrom_11_10,Cage 1,Control,female
2428__Chrom_11_10_H2,0.121021683,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_H3,0.118097593,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_H4,0.117088327,Chrom_11_10,Cage 1,Control,male
2428__Chrom_11_10_H5,0.220383751,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_H6,0.130791806,Chrom_11_10,Cage 2,Control,male
2428__Chrom_11_10_H7,0.217421418,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_H8,0.214706817,Chrom_11_10,Cage 2,Control,female
2428__Chrom_11_10_H9,0.219257904,Chrom_11_10,Cage 3,Control,female
2428__Chrom_11_2_A1,0.218258703,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_A10,0.120546323,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_A11,0.199218375,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_A12,0.219954326,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_A2,0.177398964,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_A3,0.136293098,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_A4,0.213011013,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_A5,0.22762377,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_A6,0.167950406,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_A7,0.151338242,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_A8,0.125422935,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_A9,0.124136464,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_B1,0.119255565,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_B10,0.123216813,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_B11,0.122931205,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_B12,0.124700644,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_B2,0.207897946,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_B3,0.223764884,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_B4,0.16251258,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_B5,0.221684552,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_B6,0.142806421,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_B7,0.214600067,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_B8,0.157072352,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_B9,0.135005356,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_C1,0.217216157,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_C10,0.122491759,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_C11,0.119269145,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_C12,0.119093907,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_C2,0.22431604,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_C3,0.155752746,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_C4,0.131442328,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_C5,0.128780457,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_C6,0.125966464,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_C7,0.123336882,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_C8,0.121065115,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_C9,0.124796074,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_D1,0.131537021,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_D10,0.221341341,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_D11,0.156822322,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_D12,0.14392757,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_D2,0.211785376,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_D3,0.217025122,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_D4,0.161025848,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_D5,0.157706621,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_D6,0.209134027,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_D7,0.1628398,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_D8,0.171225751,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_D9,0.135709816,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_E1,0.129712413,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_E10,0.22796994,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_E11,0.22337173,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_E12,0.228810581,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_E2,0.119689339,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_E3,0.129154429,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_E4,0.124457437,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_E5,0.187390211,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_E6,0.14425968,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_E7,0.212867449,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_E8,0.179462703,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_E9,0.220642356,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_F1,0.122294378,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_F10,0.155565765,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_F11,0.132348783,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_F12,0.124059003,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_F2,0.197252885,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_F3,0.219731796,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_F4,0.16087947,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_F5,0.156015723,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_F6,0.125480258,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_F7,0.12477354,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_F8,0.125426324,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_F9,0.216819408,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_G1,0.125402258,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_G10,0.221061942,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_G11,0.140950067,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_G12,0.224146629,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_G2,0.136081226,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_G3,0.158183255,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_G4,0.214750107,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_G5,0.163003188,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_G6,0.148112569,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_G7,0.141072985,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_G8,0.135042284,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_G9,0.12377922,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_H1,0.215240177,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_H10,0.117460638,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_H11,0.116148087,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_H12,0.216010469,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_H2,0.1645322,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_H3,0.124326505,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_H4,0.213123834,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_H5,0.170584953,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_H6,0.209192814,Chrom_11_2,Cage 1,Control,female
2428__Chrom_11_2_H7,0.168975775,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_H8,0.139187821,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_2_H9,0.135987822,Chrom_11_2,Cage 1,Control,male
2428__Chrom_11_3_A1,0.118737363,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_A10,0.215308388,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_A11,0.138614974,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_A12,0.143995413,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_A2,0.116841767,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_A3,0.115804877,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_A4,0.124348973,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_A5,0.212405017,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_A6,0.123292402,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_A7,0.220775044,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_A8,0.139486598,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_A9,0.204876622,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_B1,0.118967236,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_B10,0.197377452,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_B11,0.132294398,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_B12,0.121818125,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_B2,0.126705521,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_B3,0.116006089,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_B4,0.117252268,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_B5,0.116348524,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_B6,0.126296674,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_B7,0.115624815,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_B8,0.122432005,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_B9,0.116733991,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_C1,0.12078733,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_C10,0.22210325,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_C11,0.132254115,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_C12,0.124454165,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_C2,0.118662194,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_C3,0.121418417,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_C4,0.126472672,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_C5,0.12246796,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_C6,0.214856622,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_C7,0.125035467,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_C8,0.123524715,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_C9,0.139835718,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_D1,0.125044462,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_D10,0.218433943,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_D11,0.136961796,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_D12,0.121201567,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_D2,0.218777134,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_D3,0.129741122,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_D4,0.127554036,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_D5,0.12475094,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_D6,0.117577065,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_D7,0.200690437,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_D8,0.123004862,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_D9,0.202317752,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_E1,0.11619597,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_E10,0.140535663,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_E11,0.122587328,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_E12,0.122420458,Chrom_11_3,Cage 1,Control,male
